row_id,label,label_enc,proba_0,proba_1,proba_2
71,0,0,0.9949241302244842,0.0036970528502985028,0.001378816925217379
72,0,0,0.9944621855670729,0.0036260850260781954,0.0019117294068489307
73,2,2,0.005419287867409993,0.2986027418704467,0.6959779702621433
74,1,1,0.004718536148242882,0.9915428191974471,0.003738644654310071
75,2,2,0.002607574279324509,0.016690929309603388,0.9807014964110721
76,1,1,0.03212449505985682,0.9352244706439085,0.032651034296234845
77,2,2,0.003705853511788881,0.004979387854253361,0.9913147586339577
78,2,2,0.0021404066127344427,0.008811058902234974,0.9890485344850305
79,1,1,0.0036445942646777967,0.985863372431362,0.010492033303960306
80,0,0,0.9928634459228418,0.004877620701872806,0.0022589333752852676
81,2,2,0.0038528166789710857,0.0057475837728332545,0.9903995995481957
82,1,1,0.016689232375846876,0.6780132887969739,0.30529747882717917
83,0,0,0.9365506811917085,0.036438090308848675,0.027011228499442933
84,2,2,0.0019128732225272632,0.0022085359938609737,0.9958785907836116
85,0,0,0.9944621855670729,0.0036260850260781954,0.0019117294068489307
86,2,2,0.003705853511788881,0.004979387854253361,0.9913147586339577
87,1,1,0.010186425544253542,0.9811673759317628,0.008646198523983531
88,1,1,0.003525358338909708,0.9897947757943233,0.006679865866766926
89,0,0,0.9440670661772366,0.028704923897166976,0.02722800992559655
90,1,1,0.004718536148242882,0.9915428191974471,0.003738644654310071
91,2,2,0.0024295122023348568,0.007960290997490913,0.9896101968001744
92,0,0,0.995089523089616,0.0033553329240762104,0.0015551439863078261
93,0,0,0.9440670661772366,0.028704923897166976,0.02722800992559655
94,2,2,0.0038528166789710857,0.0057475837728332545,0.9903995995481957
95,2,2,0.029217088223613942,0.028198700068069592,0.9425842117083164
96,2,2,0.0010256032351620657,0.0014130410659858469,0.9975613556988521
97,1,1,0.0042696423192105796,0.9909068747946784,0.0048234828861111025
98,2,2,0.005995960418721594,0.030966027167718176,0.9630380124135601
99,0,0,0.99613663151339,0.003154284537531406,0.0007090839490784067
100,2,2,0.003705853511788881,0.004979387854253361,0.9913147586339577
101,1,1,0.004718536148242882,0.9915428191974471,0.003738644654310071
102,2,2,0.0028614074040682557,0.015668220036397736,0.9814703725595341
103,2,2,0.029217088223613942,0.028198700068069592,0.9425842117083164
104,0,0,0.995089523089616,0.0033553329240762104,0.0015551439863078261
105,1,1,0.004155397907802837,0.9894793510518269,0.006365251040370086
106,1,1,0.0050253278942588644,0.9874697857434956,0.007504886362245398
107,1,1,0.013060327194532843,0.9788176270321205,0.008122045773346806
108,1,1,0.0034796101661392336,0.9934386790603195,0.0030817107735413925
109,1,1,0.0036324953155126376,0.9909740383548773,0.005393466329609985
110,0,0,0.995089523089616,0.0033553329240762104,0.0015551439863078261
111,2,2,0.0008911136564051683,0.001227745923366094,0.9978811404202287
112,1,1,0.003524593414469838,0.9929350651482848,0.0035403414372454185
113,1,1,0.0035961870908661105,0.9931472048715251,0.0032566080376087115
114,0,0,0.9945606060665464,0.004061080798672602,0.00137831313478104
115,0,0,0.9944621855670729,0.0036260850260781954,0.0019117294068489307
116,0,0,0.9964643863790033,0.003000060094749477,0.0005355535262470679
117,0,0,0.9871659912379143,0.009176234917003898,0.0036577738450817806
118,1,1,0.003034086656151421,0.962898357035196,0.034067556308652554
119,0,0,0.9440670661772366,0.028704923897166976,0.02722800992559655
